cell_id,latitude,longitude,population,buildings,road_km,hospitals,schools,vulnerability_index,flood_depth_m,flood_duration_h,building_damage_pct,road_damage_pct,affected_population,estimated_damage_inr,impact_class
C11799,23.113592112621745,78.05795319795544,3557.6,971,6.4,3,2,0.796,0.277,5.7,21.95,10.84,1311.9,54288194.0,None/Low
C11800,25.16788024776867,81.82843879350091,7962.8,1755,8.17,1,2,0.764,0.775,14.0,29.31,15.8,3586.0,135932647.0,Moderate
C11801,25.644989675339843,90.691908210656,6471.1,1367,3.39,1,4,0.952,2.777,21.8,63.53,47.76,5550.5,223330142.0,Severe
C11802,24.606265521376315,89.71756543991748,7210.2,1520,5.7,0,8,0.099,1.136,10.4,46.8,25.27,2517.7,158616728.0,High
C11803,23.594209895116244,80.37294933236196,2066.3,448,4.49,0,1,0.79,0.58,10.8,24.61,15.25,871.6,30476362.0,Moderate
C11804,22.413113638297474,80.64403074545149,8394.8,1603,4.27,1,2,0.721,0.241,4.0,21.9,0.0,2885.0,97800361.0,None/Low
C11805,18.533791803209944,75.63945473854598,4460.1,919,3.33,1,3,0.432,0.419,2.6,12.08,10.98,1353.1,36311669.0,Moderate
C11806,19.28998667092452,82.68458071375744,461.7,108,2.91,0,0,0.918,1.742,17.8,47.14,34.79,306.2,13091670.0,High
C11807,26.543188157715313,78.22134942609674,5346.2,1251,3.86,0,3,0.818,0.083,1.0,17.66,15.8,1814.6,61697510.0,None/Low
C11808,25.81448030610038,72.3426199357551,8884.6,1629,9.17,0,10,0.423,0.332,5.2,13.55,11.07,2536.8,70436347.0,Moderate
C11809,24.97500410937847,77.08188563861327,10130.7,2877,2.46,0,7,0.323,0.073,4.3,1.7,3.29,2165.9,34833703.0,None/Low
C11810,19.745065647998786,74.37334308477995,6200.7,1460,4.5,1,6,0.769,0.348,6.1,29.01,17.82,2323.5,104310213.0,Moderate
C11811,25.545370599139588,90.22048371432058,2347.8,474,5.79,0,2,0.795,0.686,1.0,15.52,5.8,1038.4,25789509.0,Moderate
C11812,23.9509819732258,90.93939014807647,783.8,162,0.18,0,2,0.622,0.875,7.0,23.35,24.92,339.4,10892711.0,Moderate
C11813,25.225321657506317,88.77042813664139,8230.8,1626,1.64,0,5,0.742,0.32,6.2,22.88,1.7,2988.5,102841295.0,Moderate
C11814,28.016889046628876,78.02061713117446,3046.3,621,2.42,0,1,0.468,0.416,2.6,29.19,14.72,949.7,44118798.0,Moderate
C11815,22.100924092839165,78.14515179253722,2650.1,511,0.56,0,2,0.616,1.176,13.5,55.16,30.16,1287.1,66225114.0,High
C11816,19.53739508401901,77.23448948742063,2603.4,592,7.49,1,1,0.35,1.032,9.5,34.8,17.84,1023.7,49699822.0,High
C11817,23.059178565736453,88.12677224345875,166.9,45,5.37,0,0,0.581,3.117,32.5,64.38,39.43,137.9,7398518.0,Severe
C11818,18.939671863157496,89.79468288667701,2142.2,489,4.91,0,1,0.503,0.148,4.9,7.79,8.29,583.1,13956415.0,None/Low
C11819,19.51525984258357,82.85215909319179,2773.0,609,4.22,0,0,0.658,0.721,3.8,13.76,0.0,1148.6,28870077.0,Moderate
C11820,20.724930340381412,73.93637243071485,4033.2,781,1.59,1,6,0.147,0.633,6.9,22.94,12.07,1091.8,45393516.0,Moderate
C11821,28.493461298167595,77.716300654705,1653.9,373,2.22,1,2,0.106,1.792,12.3,47.22,31.28,775.7,41183373.0,High
C11822,20.528722347734938,73.29530799401523,11063.4,2555,1.31,2,10,0.369,0.0,6.0,0.8,17.31,2349.0,31904793.0,None/Low
C11823,20.550283267751627,80.32847093715317,4295.2,1093,3.23,0,2,0.937,0.399,3.7,22.7,3.64,1830.7,66664420.0,Moderate
C11824,20.10859456910959,72.12972994198448,6185.1,1549,4.2,1,5,0.717,5.0,41.7,100.0,66.18,6185.1,353735395.0,Severe
C11825,24.539560702878898,84.51834603252018,5605.8,1601,4.87,1,2,0.766,0.0,5.8,18.35,13.46,1746.5,74002608.0,None/Low
C11826,26.228011146649614,75.31062015118162,2660.6,572,5.17,0,2,0.453,0.416,4.5,20.84,4.96,819.7,31354341.0,Moderate
C11827,19.057155426385712,73.95256795563057,2200.3,482,2.94,1,0,0.68,1.364,7.3,24.16,27.8,1178.1,35304486.0,High
C11828,22.361822373798155,88.44466027825936,4269.1,921,2.08,0,0,0.722,0.575,6.9,16.49,10.68,1725.3,48095537.0,Moderate
C11829,26.454023075752627,80.62037360040313,3729.8,783,2.75,1,0,0.478,2.749,25.2,55.88,49.08,2738.4,111957819.0,Severe
C11830,19.896066795431036,90.57839302711433,1580.6,448,1.46,0,3,0.4,0.208,1.0,23.07,0.0,407.0,23483890.0,None/Low
C11831,21.18481339492844,87.41145013069888,3176.3,746,2.91,0,1,0.599,2.116,18.8,47.71,36.57,2066.9,89140215.0,Severe
C11832,21.509859942816604,83.8532616217888,2463.8,462,7.55,0,1,0.908,2.31,25.9,48.02,41.45,1879.3,63268710.0,Severe
C11833,21.665161677711563,74.56478907931368,402.5,98,0.56,0,0,0.761,1.154,10.7,54.28,10.64,208.4,12091549.0,High
C11834,24.75960911280108,85.93355028649326,3215.7,737,0.85,0,1,0.746,1.738,18.3,45.28,29.27,1991.6,84030945.0,High
C11835,25.94468298124663,90.24735654832077,1799.1,405,1.4,0,2,0.441,1.434,17.2,37.36,26.49,878.9,37877126.0,High
C11836,18.982471267017687,79.28789008008923,11403.0,2955,5.47,0,9,0.536,0.133,1.0,19.57,0.0,3169.6,142133439.0,None/Low
C11837,25.771783270512458,90.77753460102569,1786.8,327,6.29,0,1,0.619,0.51,15.3,21.43,16.77,655.1,20736403.0,Moderate
C11838,25.775858104409803,81.84084838372446,4343.1,1078,1.04,3,4,0.347,2.095,20.5,48.26,25.12,2535.4,124125835.0,Severe
C11839,21.705077628246915,89.5163000044117,1994.0,371,1.72,1,3,0.542,0.546,4.5,23.49,12.35,705.7,24209799.0,Moderate
C11840,21.2967797198235,75.44929698989537,32926.2,8693,1.54,5,19,0.231,0.441,6.8,3.59,12.04,8461.3,157700755.0,Moderate
C11841,19.094044297999773,73.55465181142107,4206.4,775,0.75,0,3,0.954,0.073,4.6,12.56,0.0,1563.3,36280064.0,None/Low
C11842,22.846249412632073,84.18082204305989,8542.6,1996,2.46,0,9,0.394,0.747,4.7,22.67,20.76,3015.8,117752970.0,Moderate
C11843,21.265190385170346,84.58189522026657,1349.7,332,6.3,0,2,0.439,0.173,5.6,0.0,0.0,352.2,4226016.0,None/Low
C11844,20.466339383527675,89.15892232880492,6296.7,1599,5.86,1,4,0.184,0.19,9.8,15.72,9.29,1261.0,60500656.0,None/Low
C11845,23.603040200593775,77.04968271793936,5772.2,1333,6.53,1,3,0.708,1.846,11.7,50.08,30.46,3631.7,164250352.0,High
C11846,22.00769191432213,75.36696379234941,1190.3,228,4.92,0,0,0.722,0.465,1.8,16.02,5.56,457.2,12127132.0,Moderate
C11847,20.234164757807065,78.2280203211051,2778.9,653,9.87,0,0,0.646,0.0,1.3,6.67,9.44,782.1,17462293.0,None/Low
C11848,27.407419068789817,78.41909808282637,785.6,156,2.53,0,0,0.733,0.161,1.0,10.36,19.3,261.1,6165308.0,None/Low
C11849,24.57151643596509,90.46793794581339,2281.5,512,1.99,2,0,0.512,0.544,1.7,26.85,6.88,788.9,34247620.0,Moderate
C11850,20.36227340241823,82.73598129687396,4604.3,1183,3.31,0,1,0.702,0.696,3.7,36.9,8.44,1937.3,101887335.0,Moderate
C11851,25.31244225245468,87.67759260292176,9423.1,1956,4.35,3,7,0.524,0.248,5.5,3.85,0.0,2786.7,46986937.0,None/Low
C11852,21.380444832085946,77.59851173396143,2024.3,477,0.99,0,4,0.712,0.063,2.4,10.14,7.56,625.8,16237588.0,None/Low
C11853,19.17361723336035,82.79489541385733,1337.1,320,1.33,0,1,0.649,0.373,2.1,14.71,14.81,467.3,14132202.0,Moderate
C11854,19.383221460232118,72.33970749518542,8371.0,1528,8.29,4,6,0.506,1.054,12.3,36.33,30.26,3651.2,144367325.0,High
C11855,21.71459680888662,75.12541209644439,1949.1,386,4.74,0,0,0.757,2.481,23.5,64.79,38.21,1473.2,63149310.0,Severe
C11856,23.28633075463521,74.54341867036146,2700.5,566,6.92,0,0,0.393,0.443,4.4,21.07,5.88,805.2,31230973.0,Moderate
C11857,23.76466714190769,86.57145041101857,7467.2,2006,8.95,4,4,0.755,0.413,9.7,24.21,7.87,2860.7,121930239.0,Moderate
C11858,20.9176294786966,85.22121871051299,4945.1,913,2.5,1,5,0.439,0.313,4.2,12.69,5.09,1415.2,37863492.0,Moderate
C11859,27.698210572965493,90.73847662296131,10838.2,3095,3.66,1,9,0.448,1.387,11.0,39.73,20.66,5222.1,284193902.0,High
C11860,26.297430886828074,90.56740852749651,3356.5,674,4.68,0,3,0.084,0.349,5.6,14.11,4.85,684.1,25382472.0,Moderate
C11861,24.422410170860005,85.8356621961362,2759.6,526,5.33,0,1,0.459,0.231,6.7,18.09,9.33,762.8,26407399.0,None/Low
C11862,18.75720813647265,85.79820180201509,2163.0,397,0.43,0,1,0.701,0.806,8.0,13.59,12.8,952.4,21153014.0,Moderate
C11863,20.266090205442385,78.6808589921638,13760.7,2872,8.94,1,15,0.563,0.635,6.8,25.79,16.21,5160.2,195621198.0,Moderate
C11864,25.3493360363194,82.2986626765927,1988.5,369,3.78,1,4,0.78,0.456,2.7,35.71,18.46,789.6,33367637.0,Moderate
C11865,26.15432976754672,87.70294954275275,3009.9,808,3.81,0,0,0.096,0.91,11.6,27.39,15.22,926.3,51101527.0,Moderate
C11866,24.00156095454526,82.52143653874943,219.3,51,2.52,0,0,0.41,1.356,11.2,22.33,31.49,102.3,3476877.0,High
C11867,18.87693849102623,81.91286494932916,2519.6,688,0.79,0,1,0.665,0.831,10.1,21.24,14.14,1097.9,39508623.0,Moderate
C11868,25.370434753458312,81.89247854158023,2868.3,644,2.91,2,0,0.273,0.236,9.0,13.96,9.72,661.8,24195040.0,None/Low
C11869,25.840349156448532,81.46296016762949,2535.6,560,0.47,0,1,0.714,1.204,15.6,35.09,24.26,1306.8,51078137.0,High
C11870,27.2061449729587,85.85023197512074,1077.9,264,6.75,0,0,0.672,0.262,7.8,22.66,14.72,361.5,15354226.0,None/Low
C11871,27.909700400079636,80.23913107965197,5512.6,1540,2.72,0,2,0.369,0.0,5.5,4.47,1.76,1169.6,26432253.0,None/Low
C11872,28.51155275449887,87.82138970436017,7825.8,1838,2.85,2,3,0.695,1.905,16.7,34.32,26.76,4981.7,173523304.0,High
C11873,21.471427231648494,87.47150517598024,2427.3,678,1.54,0,0,0.257,0.173,4.3,0.37,12.87,522.9,6781622.0,None/Low
C11874,18.31078427281855,88.86238846343055,689.3,139,3.76,0,0,0.96,0.78,9.4,29.23,23.64,344.9,11675532.0,Moderate
C11875,18.868057170191484,76.90024504904329,5565.3,1113,4.92,1,3,0.881,1.66,10.7,34.57,26.59,3556.9,112267864.0,High
C11876,25.38370376035681,85.1227160024053,6647.2,1522,1.79,1,10,0.675,0.87,4.9,28.67,15.54,2960.7,114146428.0,Moderate
C11877,20.324569033823867,73.98939456722849,7234.2,1348,0.37,0,5,0.836,1.036,14.8,25.13,16.91,3728.5,105733386.0,High
C11878,18.699061665354584,87.4269323675111,17750.1,4261,3.78,2,8,0.113,0.021,1.0,0.0,3.39,2699.2,32421914.0,None/Low
C11879,24.88621506125911,83.07970647561883,21007.9,4391,2.6,1,23,0.884,1.106,10.8,36.2,23.21,11344.2,422436000.0,High
C11880,18.529675158610722,89.74703338212082,1127.7,208,2.98,0,1,0.522,0.442,6.5,15.27,17.86,372.3,10316810.0,Moderate
C11881,25.88600125025214,80.2061770967763,1445.6,289,3.32,1,1,0.313,0.139,1.0,3.81,0.0,322.5,5851225.0,None/Low
C11882,20.57191220379278,85.31184944182583,4039.9,941,1.06,0,0,0.744,0.162,4.1,15.77,0.0,1354.2,42966155.0,None/Low
C11883,22.583453198587964,73.86690164453452,7670.8,1734,2.23,0,5,0.891,0.308,10.9,19.38,13.38,3053.4,97191224.0,Moderate
C11884,25.159112062961395,78.20324403183528,4003.5,857,10.49,2,4,0.144,0.23,7.8,12.68,4.02,790.2,29155093.0,None/Low
C11885,27.04273548375405,81.71195373782328,4332.3,862,3.25,1,3,0.395,0.704,5.6,23.16,14.19,1496.7,54003220.0,Moderate
C11886,27.417571424487974,83.02151444285084,7570.3,1459,3.15,1,5,0.267,0.332,13.0,19.67,11.31,1866.4,74151579.0,Moderate
C11887,24.71956951333772,79.77415876928816,629.0,123,4.08,0,0,0.512,0.758,8.6,39.01,12.43,241.8,11665081.0,Moderate
C11888,28.435585148918353,84.6216970314276,1655.1,467,2.61,0,2,0.699,1.936,18.3,43.19,30.01,1064.7,49281794.0,High
C11889,19.94663319709908,77.04852448247622,5085.7,1091,5.41,2,2,0.77,0.804,12.6,18.77,7.68,2324.3,64858923.0,Moderate
C11890,28.775338286918185,85.21649277836238,2406.5,571,0.95,0,0,0.475,0.278,3.7,27.24,4.45,695.4,36352291.0,None/Low
C11891,21.31400428509116,89.44180680315148,2899.1,744,1.2,1,1,0.505,0.868,9.5,33.14,6.89,1166.7,58400639.0,Moderate
C11892,18.492540311811712,88.34162250643894,1892.0,511,2.88,0,1,0.709,1.739,11.8,40.88,26.12,1154.6,51639524.0,High
C11893,24.435235303898562,75.55261186519301,4667.0,1201,1.86,1,2,0.453,2.054,18.8,49.48,34.96,2814.9,140915569.0,Severe
C11894,25.177916010636643,77.12231539872775,961.1,204,0.73,0,3,0.614,0.499,11.9,19.38,16.59,349.2,11335433.0,Moderate
C11895,18.87941777375555,76.99776661013128,1094.9,275,7.37,0,1,0.709,2.233,22.6,55.2,25.17,765.6,36974616.0,Severe
C11896,26.47756214082129,78.44435840866097,1511.4,309,5.61,1,0,0.949,1.998,15.5,58.07,41.49,1083.5,45880492.0,High
C11897,19.121570690314034,80.39008196204968,12849.1,3213,0.46,1,8,0.484,0.082,1.0,5.04,9.03,3285.7,68597813.0,None/Low
C11898,19.321479536835177,73.93266928377416,4894.1,1213,8.43,0,8,0.233,1.36,11.7,35.08,23.5,2070.2,101928059.0,High
C11899,19.092426286872882,81.6643135951371,12624.6,3373,2.04,3,9,0.143,0.133,1.0,13.23,0.38,2266.8,107557364.0,None/Low
C11900,24.210134368472225,89.46935243603069,2255.9,552,2.16,0,1,0.744,1.232,10.0,33.08,15.72,1190.5,47243225.0,High
C11901,26.04426761972708,74.41421206719897,9887.5,2370,5.97,2,5,0.426,0.092,2.2,4.79,2.24,2404.6,49338074.0,None/Low
C11902,23.27505250854009,74.52667560862471,1839.3,416,11.65,1,0,0.707,0.297,12.2,17.21,19.22,644.1,21177813.0,None/Low
C11903,25.76124367431893,87.66319471107403,11054.3,2877,0.79,1,8,0.83,0.998,11.6,38.96,22.2,5606.0,269097938.0,Moderate
C11904,27.41243790243906,80.18407840520035,7574.4,1462,1.79,1,3,0.418,0.922,7.6,31.0,19.44,2958.0,117164794.0,Moderate
C11905,21.277588014088487,82.91763677602292,798.6,223,3.89,0,1,0.745,2.654,30.1,52.68,49.07,626.0,29134075.0,Severe
C11906,28.806956739132872,72.86152116080912,6516.7,1288,3.67,0,7,0.351,0.308,3.1,7.06,0.0,1714.9,36949219.0,Moderate
C11907,19.628916136421203,77.50792322240903,5849.9,1127,3.01,0,3,0.312,0.0,3.9,7.56,0.0,1158.6,29236416.0,None/Low
C11908,26.127468606611515,82.35537261813394,3898.6,892,2.81,2,2,0.311,0.282,1.7,18.57,10.62,968.1,41507603.0,None/Low
C11909,27.71826526558585,87.94440602992151,18348.1,4418,4.9,5,13,0.357,0.0,1.1,16.35,0.0,3839.7,176108338.0,None/Low
C11910,19.20087694320783,87.6935780660663,588.4,121,2.17,0,0,0.461,0.953,9.5,30.24,14.41,239.4,9537530.0,Moderate
C11911,21.131548645847587,74.15450874355157,1261.9,265,0.77,0,0,0.596,2.395,23.3,44.29,43.58,883.5,31813177.0,Severe
C11912,28.89255602602404,80.53982030622994,6673.5,1379,3.98,1,5,0.69,3.251,34.1,70.99,56.64,5856.5,247044322.0,Severe
C11913,20.25072285908678,77.52365591315467,2006.6,474,1.51,1,0,0.382,0.227,4.8,10.02,10.9,514.4,14761057.0,None/Low
C11914,21.880261447411822,88.35902106539488,6095.4,1209,5.91,1,7,0.725,0.757,9.0,22.53,12.59,2667.0,81225316.0,Moderate
C11915,23.21587146073699,75.19800318166855,1016.5,242,0.84,0,1,0.824,1.22,14.4,34.72,17.83,554.8,21819241.0,High
C11916,28.588049565423766,74.35654645648404,4783.6,1126,1.52,0,6,0.589,0.0,1.0,13.37,0.0,1278.2,42432432.0,None/Low
C11917,25.79382650949853,86.12644206719408,5212.7,1196,6.38,3,3,0.278,1.478,13.3,13.25,19.19,2374.3,57328515.0,High
C11918,18.789299874097793,78.15988186303825,7274.7,1512,2.37,0,6,0.631,2.749,23.4,53.23,38.56,5619.0,212515920.0,Severe
C11919,19.520176984901664,81.54334983207845,715.8,168,4.28,0,1,0.067,0.036,3.6,0.0,4.07,102.5,1273017.0,None/Low
C11920,18.097248821421207,76.28080218356594,3121.8,720,2.8,0,2,0.304,0.348,2.7,15.51,9.32,807.1,29856510.0,Moderate
C11921,22.944236482104202,81.71160236479807,6455.3,1301,3.53,2,5,0.76,0.711,6.8,24.53,13.26,2827.0,91476968.0,Moderate
C11922,20.622219990233305,82.71534795265445,6007.1,1490,0.89,1,7,0.556,0.209,3.3,14.1,4.39,1781.8,59207278.0,None/Low
C11923,28.794251807305674,90.31147136544962,776.6,149,4.37,0,1,0.4,1.598,9.9,28.52,22.24,394.3,12623625.0,High
C11924,20.967771343327545,76.37997381773818,677.5,172,0.64,0,0,0.292,0.91,8.1,21.3,18.6,241.7,9525008.0,Moderate
C11925,23.138190325799926,82.59363328768484,1721.9,359,7.57,0,2,0.716,0.927,10.9,25.12,20.47,802.1,26242811.0,Moderate
C11926,21.971515990437123,78.9131645151961,8727.1,1923,13.08,2,5,0.6,2.003,14.7,34.46,34.73,5502.1,186423981.0,Severe
C11927,20.656623003400227,73.84828484519339,5866.8,1466,4.1,2,5,0.621,0.554,6.6,35.3,14.78,2199.4,119692545.0,Moderate
C11928,27.578407488102393,80.59974569691195,3508.4,896,3.89,1,2,0.383,0.0,4.5,12.49,9.38,757.2,29323392.0,None/Low
C11929,24.83435951405621,90.22787232639372,1017.7,207,5.42,0,0,0.781,4.324,36.8,80.49,62.78,1017.7,43054019.0,Severe
C11930,28.808145434334474,86.22790261902881,3904.6,841,6.6,0,1,0.735,0.449,4.4,19.89,24.05,1502.1,48532402.0,Moderate
C11931,20.027753134343552,86.54868895055688,16568.0,3735,9.38,5,6,0.824,1.04,6.3,21.73,20.07,8501.1,248547408.0,High
C11932,20.07713781442421,76.58191380852459,4978.8,1007,5.4,0,4,0.521,0.734,4.6,33.05,15.58,1903.0,82948009.0,Moderate
C11933,23.78282398438933,85.60232791479854,1352.0,267,6.43,0,2,0.442,0.511,9.5,6.68,10.38,436.0,8611649.0,Moderate
C11934,24.120745703414347,86.63027621966383,4781.2,885,6.16,2,4,0.607,2.976,29.5,73.57,43.0,3860.6,164185547.0,Severe
C11935,24.499362763231396,82.07209610152917,6389.3,1489,6.08,0,7,0.264,0.103,3.3,1.8,6.44,1306.5,20596787.0,None/Low
C11936,25.71046603644296,83.98468153647852,2649.1,744,0.25,0,4,0.42,1.049,11.9,23.29,28.25,1096.2,44356403.0,High
C11937,22.470910644154923,84.26407842229264,1207.1,219,4.95,0,1,0.254,0.818,8.3,18.38,11.99,399.5,12189305.0,Moderate
C11938,19.110342837743683,72.25792737612623,1616.9,391,3.42,0,1,0.492,0.473,6.0,23.05,0.0,530.7,22589928.0,Moderate
C11939,19.077602747894645,83.71819001033856,1801.4,395,5.83,1,2,0.442,0.863,10.2,20.27,23.77,694.9,23098480.0,Moderate
C11940,24.452383901894734,83.78855124205097,15526.8,3990,4.27,2,9,0.386,0.708,4.7,22.67,2.14,5340.6,226897607.0,Moderate
C11941,21.059559194926546,74.92355748792824,1269.9,233,1.22,0,1,0.47,0.544,4.8,30.23,11.24,425.8,17824335.0,Moderate
C11942,27.042025459324062,80.9813265245862,911.2,170,2.39,0,1,0.208,0.0,3.0,8.46,16.81,156.7,4569600.0,None/Low
C11943,18.72673440412385,76.34557665449042,894.1,170,1.86,2,1,0.467,0.481,1.0,18.08,6.45,289.1,9033282.0,Moderate
C11944,24.851318352785512,86.4204136612033,20682.1,4574,10.1,4,20,0.674,0.356,1.0,24.75,12.28,7294.5,291594350.0,Moderate
C11945,28.62605996956621,89.03956196743836,7055.6,1496,4.07,1,7,0.501,0.169,7.2,7.43,0.0,1946.0,43366712.0,None/Low
C11946,19.753520583611124,78.68107279954849,5282.6,1365,11.19,2,5,0.802,0.524,1.0,20.61,15.33,2191.3,77368433.0,Moderate
C11947,19.950498255702204,74.3221041121608,677.2,147,2.02,0,0,0.665,0.689,6.4,22.36,7.67,277.8,9287739.0,Moderate
C11948,19.454097520539836,87.80916069041484,3276.1,866,6.53,0,5,0.262,0.861,4.9,9.64,16.14,1115.9,28683859.0,Moderate
C11949,24.980435086977515,76.78258620788212,1310.1,262,3.91,0,1,0.315,0.751,8.2,25.66,16.19,437.4,17507311.0,Moderate
C11950,26.25164891142457,78.23256038118845,1593.9,324,3.42,0,1,0.645,0.503,12.6,24.28,19.66,592.8,21438898.0,Moderate
C11951,24.232678694937267,79.90968269175957,1853.8,444,0.78,0,5,0.286,1.59,20.1,41.3,25.75,885.3,43679818.0,High
C11952,24.099541716367163,85.94971941487753,818.8,164,3.56,0,0,0.797,0.102,1.1,8.21,9.24,276.4,5823390.0,None/Low
C11953,21.70625447629643,85.05176710453651,3235.3,617,1.18,0,2,0.539,0.171,2.3,9.56,7.2,924.0,21731270.0,None/Low
C11954,19.25008612942457,72.73589016831228,3507.7,777,3.36,0,5,0.794,0.609,5.5,33.22,7.89,1501.8,64546015.0,Moderate
C11955,19.17379686200219,90.12122980679717,1504.5,325,3.29,1,0,0.585,0.525,4.7,27.1,19.09,542.9,22523107.0,Moderate
C11956,27.65386674011086,88.7192888194929,1473.2,360,6.89,0,2,0.26,0.443,11.0,15.12,18.22,389.7,14790208.0,Moderate
C11957,25.658723148750415,76.30506335294157,3200.5,790,3.56,0,4,0.058,0.169,1.7,10.27,0.0,527.6,20939257.0,None/Low
C11958,25.90500547980232,76.88088679055797,1180.8,258,4.78,1,3,0.445,0.0,1.0,13.73,2.57,273.0,9682460.0,None/Low
C11959,20.48426263155132,82.24228492714481,742.9,150,5.6,0,0,0.612,4.051,36.6,77.62,57.64,742.9,30679277.0,Severe
C11960,26.974339015659474,84.43620174387527,10474.5,2779,1.26,3,7,0.613,1.176,12.9,33.9,21.86,5078.9,230581730.0,High
C11961,18.70894779532648,90.78263872482151,1967.1,475,4.56,0,4,0.861,0.936,10.8,38.0,15.86,991.1,44560889.0,Moderate
C11962,19.865811615961157,84.62283660995134,9571.7,1826,0.43,1,10,0.328,1.477,14.0,40.72,29.06,4479.7,187611745.0,High
C11963,28.169557565284528,74.32608478248599,49478.8,11878,3.02,6,14,0.56,1.306,10.7,31.77,18.63,24488.1,973186586.0,High
C11964,23.690901467376733,75.7558323794721,3194.1,731,3.65,1,2,0.233,0.349,2.8,19.36,13.01,769.9,34828026.0,Moderate
C11965,22.279996051776056,73.57649964774653,3612.2,720,1.75,0,2,0.168,0.255,1.0,6.53,0.0,751.5,17484252.0,None/Low
C11966,18.56567957153884,74.16314489899253,1367.7,347,0.82,0,2,0.939,0.074,4.1,17.65,9.07,503.2,17081006.0,None/Low
C11967,20.684164438746638,74.88995462669213,2507.3,512,4.11,1,2,0.54,0.029,5.7,26.65,8.55,652.2,32472884.0,None/Low
C11968,19.822694240821615,88.03954631842005,9729.8,2268,1.83,1,10,0.59,1.485,12.2,31.63,26.48,5202.7,191664667.0,High
C11969,25.42599823157363,85.39606043751587,1344.8,306,0.98,0,0,0.353,0.014,1.0,1.91,4.23,283.4,4462067.0,None/Low
C11970,23.31743060459452,76.35484507352407,2589.3,651,1.13,0,0,0.523,1.023,3.3,35.87,29.9,1126.0,55628194.0,High
C11971,26.262569956146564,72.77335325051529,3069.9,736,2.91,0,3,0.469,0.09,4.3,14.77,13.92,778.1,29009769.0,None/Low
C11972,23.847151271813594,83.93573593376055,3227.0,792,3.86,0,2,0.598,0.076,8.8,21.51,2.02,913.8,41644791.0,None/Low
C11973,21.1682255915213,84.62037402637841,4041.9,752,0.76,1,7,0.487,0.116,4.2,10.63,0.0,1061.1,27121085.0,None/Low
C11974,22.928463166561748,76.0915161311291,1494.0,311,11.1,0,1,0.176,0.553,6.1,16.34,16.46,393.6,14329955.0,Moderate
C11975,20.272302843531897,78.28155787879024,1411.6,264,7.23,0,4,0.284,3.306,30.0,72.09,61.36,1109.7,48680746.0,Severe
C11976,26.12946685291258,84.97361119417648,2856.4,674,3.18,2,1,0.836,0.494,3.1,22.05,3.47,1193.3,41098265.0,Moderate
C11977,18.727608121268048,82.31760138485538,1073.9,244,5.75,0,1,0.348,0.137,1.4,5.68,5.96,249.0,5566324.0,None/Low
C11978,22.93308163412451,90.20742263880442,1039.4,194,2.73,0,1,0.611,0.938,9.8,25.19,21.89,459.0,14452343.0,Moderate
C11979,26.49278193583879,74.53947592936684,2749.0,515,5.84,1,2,0.2,1.571,12.4,40.58,31.12,1244.6,53007995.0,High
C11980,28.718285128080684,74.92599436799371,8146.4,2326,3.77,1,2,0.615,2.049,19.0,41.93,28.94,5233.9,238625739.0,Severe
C11981,23.402577692928695,77.75155033093887,450.8,83,5.15,0,0,0.695,0.322,3.9,28.96,11.24,158.6,6374256.0,Moderate
C11982,23.55035456638324,77.05678309210961,891.1,202,4.26,0,1,0.554,1.402,15.0,37.68,28.13,455.2,19464338.0,High
C11983,23.643912995346042,87.6411496664329,13157.9,2522,4.02,1,7,0.659,0.626,5.2,32.26,24.39,5231.1,209486086.0,Moderate
C11984,23.0526283231888,77.2326025908307,1106.0,261,0.84,0,0,0.7,0.084,1.7,17.34,11.14,343.0,12284566.0,None/Low
C11985,18.607557360422668,75.39213070593416,2791.1,718,1.73,1,1,0.17,0.034,5.3,0.0,0.0,471.0,5651755.0,None/Low
C11986,23.715070807745427,76.43137027032078,849.4,219,3.11,1,1,0.255,0.13,1.7,21.29,0.77,176.0,10512316.0,None/Low
